TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.strman.Strman,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,1078,0.3,30,289,4618,1435729,1539138333556,0.9743589743589743,001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001111111111111111111111111111111111111111111111111111111111111111111111111111111110111,0.9753086419753086,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111,1.0,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,74,1,51,7,0.9350828729281768,1110111011111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111110111111111101110111111111111111111111111111111111111111111111111111100000000000111111111111111111111111111111111111111111111111111111111011111111111101111111111111111111111111111111111111111111111111111011101111111101110111111111111111111111111111111111111111111111111110111111111111001111100111111111111111111111111111111011111111111111111111111111111111101111111111111111111111111111101111011110111111111011011111111011111011111101111111011111011101111111111111111111111111111111111111011111111111111101111110111111111111111111110111111111111111111111111111111111111111111111111101111111111111111111111111111111111111011,0.6794425087108014,11011010110110110010110110010100100110110111111111111011011110010110010110111111110110110110110101100101001011011011011011111110111111111111110110111111111110110011110110110110110110110110110110110110110110110110110110110110110110110110101101101101101101101010101011011011010110110110110,1.0,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1.0,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9588477366255144,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111110111111111111111111111111111111100001111
